web-scraper-order,web-scraper-start-url,links,links-href,name,description,innerpages,innerpages-href
"1675881769-633","https://www.1mg.com/drugs-all-medicines?label=y","Yogatel-CH 40 TabletMRP₹90Prescription Requiredstrip of 10 tabletsHiGlance LaboratoriesTelmisartan (40mg) + Chlorthalidone (12.5mg)not available","https://www.1mg.com/drugs/yogatel-ch-40-tablet-372468","Yogatel-CH 40 Tablet","Yogatel-CH 40 Tablet contains two medicines, both of which help to control high blood pressure. Lowering blood pressure helps to reduce your risk of having a heart attack or a stroke in the future.

You can take Yogatel-CH 40 Tablet with or without food. The dose will depend on your condition and how your respond to the medicine. Try to take it at the same time each day. It is important to keep taking this medicine until your doctor tells you not to. It contains a diuretic (water pill) and will make you urinate more so, it is best to avoid taking this medicine within four hours of going to bed. Use this medicine regularly to get the most benefit from it even if you feel well. High blood pressure does not usually have symptoms and if you stop taking it your risk of heart attack or stroke may increase.

The most common side effect is dizziness. Other side effects nausea, diarrhea, headache, and altered blood lipids. Frequent urination is not a side effect of this medicine. It is the purpose of chlorthalidone and helps control your blood pressure. You may experience other possible side effects, but most are rare. Make sure you read the leaflet that comes with your medicines and tell your doctor if you are bothered by side effects or they do not go away. It may be possible to adjust your dose or try a different medicine.

This medicine is not recommended during pregnancy and you should ask your doctor before taking it if you have kidney or liver disease, heart trouble or diabetes. Drinking alcohol can further lower your blood pressure and may cause side effects.","",""
"1675881771-634","https://www.1mg.com/drugs-all-medicines?label=y","Y Care 180 TabletMRP₹125Prescription Requiredstrip of 10 tabletsLa Med IndiaFexofenadine (180mg)ADD","https://www.1mg.com/drugs/y-care-180-tablet-340544","Y Care 180 Tablet","Y Care 180 Tablet is an anti-allergy medicine used in the treatment of allergic symptoms such as runny nose, congestion or stuffiness, sneezing, itching, swelling, and watery eyes. It also helps treat skin allergies with itching, redness, or swelling.

Y Care 180 Tablet may be taken with or without food, in the dose and duration as advised by the doctor. The dose you are given will depend on your condition and how you respond to the medicine. You should keep taking this medicine for as long as your doctor recommends. Do not stop taking it without consulting your doctor.

The most common side effects are headache, drowsiness, dizziness, and nausea. Most of these are temporary and usually resolve with time. Please consult your doctor if any of these side effects do not resolve or persist for a longer duration.

Do not self-medicate or recommend your medicine to another person even if you see the similarity in symptoms. Consult your doctor to get the most benefit. Inform your doctor if you are suffering from any problems related to the kidneys, liver, or heart. Pregnant and breastfeeding mothers should not take this medicine without consulting a doctor.","",""
"1675881774-635","https://www.1mg.com/drugs-all-medicines?label=y","Yanci  TabletMRP₹383Prescription Requiredstrip of 21 tabletsMylan Pharmaceuticals Pvt LtdEthinyl Estradiol (0.03mg) + Drospirenone (3mg)not available","https://www.1mg.com/drugs/yanci-tablet-323847","Yanci  Tablet","Yanci  Tablet is a combination of two medicines used for contraception (to prevent pregnancy) and in the treatment of irregular periods. It helps to prevent the release and fertilization of the egg.

Yanci  Tablet can be taken with or without food, but take it at the same time to get the most benefit. It should be taken as per your doctor's advice. You will have to take the pill on day one of your menstrual cycle and continue taking it for a whole month. Once the pack gets over, start with a new one. If you experience vomiting within 4 hours of dose intake, take another tablet. In case you missed your dose and you are late by 12 hours in taking the missed dose, use a condom during intercourse for a period of 2 days.

Nausea, headache,  breast pain, and weight gain are some commonly seen side effects of this medicine. If these bother you or appear serious, let your doctor know. There may be ways of reducing or preventing them. You might experience spotting or bleeding between menstrual periods or missed periods. Consult with your doctor if this occurs frequently or persists longer. Inform your doctor if you notice swelling and pain in your limbs, shortness of breath, chest pain or changes in vision, as it may be a sign of a blood clot.

Before taking this medicine, let your doctor know if you smoke and are over 35, or if you have ever had a heart attack or have cancer of the uterus/cervix, or vagina. Your doctor should also know about all other medicines you are taking as many of these may make this medicine less effective or change the way it works. Do not take the medicine if you are pregnant already or breastfeeding. You might be asked for a regular check-up of blood pressure, cholesterol, and blood sugar level while on treatment.","",""
"1675881776-636","https://www.1mg.com/drugs-all-medicines?label=y","Yogatel-AM 40mg/5mg TabletMRP₹118.9Prescription Requiredstrip of 15 tabletsHiGlance LaboratoriesTelmisartan (40mg) + Amlodipine (5mg)not available","https://www.1mg.com/drugs/yogatel-am-40mg-5mg-tablet-372471","Yogatel-AM 40mg/5mg Tablet","Yogatel-AM 40mg/5mg Tablet contains two medicines, both of which help to control high blood pressure. It lowers the blood pressure by relaxing the blood vessels and making it easier for your heart to pump blood around your body. This will reduce your risk of having a heart attack or a stroke.

Yogatel-AM 40mg/5mg Tablet may be taken on an empty stomach or along with food. However, it is better to take it regularly at a fixed time each day, as prescribed by your doctor. The dose will depend on your condition and how you respond to the medicine. It’s important to keep taking this medicine even if you feel well. By lowering your blood pressure, it is reducing your risk of heart attack or stroke so do not stop taking it unless your doctor tells you to. You can help this medication work better by making a few changes to your lifestyle such as keeping active, stopping smoking, and eating a low salt and low-fat diet.

The most common side effects of this medicine include swelling in your ankles or feet (edema), headache, sleepiness, dizziness, tiredness, and upset stomach. Since it may cause sleepiness and dizziness, do not drive or do anything requiring concentration until you know how it affects you. Talk to your doctor if any of the side effects bother you or will not go away.

Before taking this medicine, let your doctor know if you have any kidney or liver problems or severe dehydration. Pregnant or breastfeeding women should also consult their doctor before taking it. While using this medicine, your blood pressure will need to be checked often and your kidney function may also need to be tested.","",""
"1675881778-637","https://www.1mg.com/drugs-all-medicines?label=y","Yogaros Gold 75mg/20mg/75mg CapsuleMRP₹218Prescription Requiredstrip of 10 capsulesHiGlance LaboratoriesAspirin (75mg) + Rosuvastatin (20mg) + Clopidogrel (75mg)not available","https://www.1mg.com/drugs/yogaros-gold-75mg-20mg-75mg-capsule-563401","Yogaros Gold 75mg/20mg/75mg Capsule","Yogaros Gold 75mg/20mg/75mg Capsule is used for prevention of heart attack. It is a combination of medicines that prevent clot formation in the blood vessels. It also helps to reduce increased cholesterol and triglycerides levels.

Yogaros Gold 75mg/20mg/75mg Capsule is used for prevention of heart attack. It is a combination of medicines that prevents clot formation in the blood vessels. It also helps to reduce increased cholesterol and triglycerides levels. This medicine should be taken with food regularly at a fixed time each day. This medicine should not be stopped abruptly and taken strictly as advised by the doctor. Lifestyle changes like low-fat diet, exercise, and not smoking may help this medicine work better. This medicine increases your risk of bleeding, so it is important to be careful while shaving, cutting nails, and using sharp objects. Few common side effects of this medicine may include stomach pain, indigestion, diarrhea, and muscle pain.","",""
"1675881780-638","https://www.1mg.com/drugs-all-medicines?label=y","Yees 20mg TabletMRP₹62.5Prescription Requiredstrip of 15 tabletsAlkem Laboratories LtdEsomeprazole (20mg)not available","https://www.1mg.com/drugs/yees-20mg-tablet-349363","Yees 20mg Tablet","Yees 20mg Tablet is a medicine that reduces the amount of acid produced in your stomach. It is used to treat acid reflux, peptic ulcer disease, and other problems in your food pipe. It is also used to prevent and treat stomach ulcers.

You should take Yees 20mg Tablet as your doctor advises. The dose will depend on what you are being treated for, but it is usually the lowest dose for the shortest time that is needed to treat your condition. It is usually taken on an empty stomach. Keep taking it as prescribed even if your symptoms disappear quickly. If you are taking this medicine for a long time, your doctor may carry out regular tests to check your levels of magnesium which can fall with this medicine.

Common side effects include headache, constipation or diarrhea, stomach pain, and feeling or being sick. These tend to be mild but talk to your doctor if they bother you or do not go away. The risk of side effects may increase the longer you take this medicine. You may be more likely to have a broken bone if you take it for a long time. It is best to avoid foods that seem to make your symptoms worse, such as rich, spicy, and fatty foods. Cutting down on caffeinated drinks, such as tea, coffee, and cola, as well as alcohol may also help.

This medicine is not suitable for some people. Before taking this medicine, you need to tell your doctor if you have severe liver problems, are taking medicines for HIV, have had an allergic reaction to similar medicines in the past, or have osteoporosis. Alcohol does not interfere with the way Yees 20mg Tablet works. However, drinking alcohol makes your stomach produce more acid than normal. This medicine can make you feel dizzy, sleepy, or affect your vision. If this happens, do not drive, cycle, or use machinery or tools until you feel better. It is not usually recommended during pregnancy and breastfeeding.","",""
"1675881783-639","https://www.1mg.com/drugs-all-medicines?label=y","Yogamet-GM 2 Tablet ERMRP₹104.5Prescription Requiredstrip of 10 tablet erHiGlance LaboratoriesGlimepiride (2mg) + Metformin (500mg)ADD","https://www.1mg.com/drugs/yogamet-gm-2-tablet-er-372474","Yogamet-GM 2 Tablet ER","Yogamet-GM 2 Tablet ER belongs to a category of medicines known as anti-diabetic drugs. It is a combination of two medicines used to treat type 2 diabetes mellitus in adults. It helps control blood sugar levels in people with diabetes.

Yogamet-GM 2 Tablet ER should be taken with food. Take it regularly at the same time each day to get the most benefit. Your doctor will decide what dose is best for you and this may change from time to time according to how it is working according to your blood sugar levels.

Keep taking this medicine, even if you feel well or your blood sugar levels are controlled. If you stop it without consulting your doctor, your blood sugar levels could rise and put you at risk of kidney damage, blindness, nerve problems, and loss of limbs. Remember that it is only part of a treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor. Your lifestyle plays a big part in controlling diabetes.

The most common side effect of Yogamet-GM 2 Tablet ER is low blood glucose levels (hypoglycemia). Make sure you recognize the signs of having low blood glucose levels, such as sweating, dizziness, headache, and shaking, and know how to deal with it. To prevent this, it's important to have regular meals and always carry a fast-acting source of glucose such as sugary food or fruit juice with you. Drinking alcohol can also increase your risk of low blood sugar levels and should be avoided. Other side effects that may be seen on taking this medicine include taste changes, nausea, diarrhea, stomach pain, headache, and upper respiratory tract infection. Some people may find that they put on weight with this medicine.

You should not take it if you have type 1 diabetes mellitus, if you have diabetic ketoacidosis (high levels of acid in your blood), or if you have severe kidney or liver disease. Before taking this medicine, tell your doctor if you have ever had heart disease. It may not be suitable. Pregnant or breastfeeding women should also consult their doctor before taking it. Your blood sugar levels should be checked regularly and your doctor may also advise blood tests to monitor your blood cell counts and liver function.","",""
"1675881785-640","https://www.1mg.com/drugs-all-medicines?label=y","Yekin S 50 mg/20 mg TabletMRP₹60Prescription Requiredstrip of 10 tabletsRamose Laboratories Pvt LtdDiclofenac (50mg) + Famotidine (20mg)not available","https://www.1mg.com/drugs/yekin-s-50-mg-20-mg-tablet-283785","Yekin S 50 mg/20 mg Tablet","Yekin S 50 mg/20 mg Tablet is a medicine used in the treatment of abdominal pain. It helps reduce the amount of acid in the stomach and provide relief from acid-related indigestion and heartburn. It also blocks the release of certain chemical messengers that cause pain, inflammation, and fever.

Yekin S 50 mg/20 mg Tablet can be taken with or without food. Take it in the dose and duration directed by your doctor. Take it regularly and do not discontinue using it until the doctor tells you it is alright to stop.

Using of the medicine may cause some common side effects like nausea, vomiting, diarrhea, constipation, and loss of appetite. If you experience any of such side effects that do not go away or get worse, you should let your doctor know. Your doctor may be able to suggest ways of preventing or reducing the side effects. In general, you should try to use the smallest amount necessary to control your symptoms.

Before using the medicine, you should tell your doctor if you have any other medical conditions or disorders. To make sure it is safe for you, you should also tell your doctor all the other medicines you are taking. It should be used with caution in patients who are alcoholic or have liver or kidney disease. Pregnant and breastfeeding women should consult their doctors first before using the medicine.","",""
"1675881787-641","https://www.1mg.com/drugs-all-medicines?label=y","Yogaros 10 TabletMRP₹151.5Prescription Requiredstrip of 15 tabletsHiGlance LaboratoriesRosuvastatin (10mg)not available","https://www.1mg.com/drugs/yogaros-10-tablet-372457","Yogaros 10 Tablet","Yogaros 10 Tablet belongs to a group of medicines called statins. It is used to lower cholesterol and reduce the risk of heart disease. Cholesterol is a fatty substance that builds up in your blood vessels and causes narrowing, which may lead to a heart attack or stroke.

Yogaros 10 Tablet is a widely prescribed medicine and is regarded as safe for long-term use. It can be taken with a meal or on an empty stomach. You can take it at any time of the day but try to take it at the same time each day. Most people with high cholesterol do not feel ill, but stopping your medicine may increase your cholesterol levels, making your condition worse and increasing your risk of heart disease and stroke.

It is important to have your cholesterol levels checked regularly. This medicine is only one part of the treatment program which should also include a healthy diet, regular exercise, smoking cessation, moderation of alcohol intake, and weight reduction. You can eat normally while taking this medicine, but try to avoid foods that are high in fat.

Common side effects of this medicine include muscle pain, weakness, nausea, headache, and stomach pain. These are usually mild and disappear after a short time. Consult your doctor if they persist or if you notice any yellowing of your eyes or get repeated or unexplained muscle pains.

This medicine should not be used in conditions such as liver disease. Also, pregnant women and breastfeeding mothers should not take this medicine as it may harm the developing baby. Diabetic patients should monitor their blood sugar levels while taking this medicine, as it may lead to an increase in blood sugar levels.","",""
"1675881789-642","https://www.1mg.com/drugs-all-medicines?label=y","Yemetil 50mg TabletMRP₹23.65Prescription Requiredstrip of 10 tabletsManas Pharmaceuticals Pvt LtdChlorpromazine (50mg)not available","https://www.1mg.com/drugs/yemetil-50mg-tablet-427984","Yemetil 50mg Tablet","Yemetil 50mg Tablet is a medicine used to treat various disorders such as schizophrenia and other psychoses like paranoia (delusions and feeling extremely worried or nervous), mania (overactive behavior), anxiety, agitation, and dangerously impulsive behavior.

Yemetil 50mg Tablet is also used for controlling intractable hiccups, feeling or being sick (nausea), and autism (learning and communication difficulties). This medicine belongs to a group of drugs known as phenothiazines, which act on the central nervous system. It alters the thoughts and elevates the mood, improving the person’s ability to think, feel and behave.

Yemetil 50mg Tablet may be taken with or without food, preferably at the same time each day. Take it at the same time each day as this helps to maintain a consistent level of medicine in the body. Take this medicine in the dose and duration as advised by your doctor and if you have missed a dose, take it as soon as you remember it. Do not skip any doses and finish the full course of treatment even if you feel better. This medication mustn't be stopped suddenly without talking to your doctor as it may worsen your symptoms.

Some common side effects of this medicine include dry mouth, abnormality of voluntary movements, urinary retention, constipation, and muscle rigidity. Initially, this medicine may cause a sudden drop in blood pressure when you change positions, rise slowly if you have been sitting or lying down. It may also cause dizziness and sleepiness, do not drive or do anything that requires mental focus until you know how this medicine affects you. This medicine can lead to weight gain, have a healthy balanced diet, and exercise regularly.

Before taking this medicine, inform your doctor if you have any liver disease, thyroid or kidney disease, epilepsy, Parkinson’s disease, or any heart disease. If you are diabetic, it is important to monitor your blood glucose regularly while taking this medicine.","",""
"1675881792-643","https://www.1mg.com/drugs-all-medicines?label=y","Y-Fi Plus TabletMRP₹89Prescription Requiredstrip of 10 tabletsSyndicate Life Sciences Pvt LtdLevocetirizine (5mg) + Montelukast (10mg)not available","https://www.1mg.com/drugs/y-fi-plus-tablet-488509","Y-Fi Plus Tablet","Y-Fi Plus Tablet is a combination medicine used in the treatment of allergic symptoms such as runny nose, stuffy nose, sneezing, itching, swelling, watery eyes and congestion or stuffiness. It also reduces inflammation in the airways and make breathing easier.

Y-Fi Plus Tablet is taken with or without food in a dose and duration as advised by the doctor. The dose you are given will depend on your condition and how you respond to the medicine. You should keep taking this medicine for as long as your doctor recommends. If you stop treatment too early your symptoms may come back and your condition may worsen. Let your healthcare team know about all other medications you are taking as some may affect, or be affected by this medicine.

The most common side effects are nausea, diarrhea, vomiting, dryness in the mouth, headache, skin rash, flu-like symptoms, and fatigue. Most of these are temporary and usually resolve with time. Contact your doctor straight away if you are at all concerned about any of these side effects. This medicine may cause dizziness and sleepiness, so do not drive or do anything that requires mental focus until you know how this medicine affects you. Avoid drinking alcohol while taking this medicine as it can worsen your sleepiness.

Never support self-medication or recommend your medicine to another person. It is beneficial to have plenty of fluids while taking this medication. Before you start taking this medicine it is important to inform your doctor if you are suffering from kidney disease.","",""
"1675881794-644","https://www.1mg.com/drugs-all-medicines?label=y","Yogazam 10mg TabletMRP₹95.76Prescription Requiredstrip of 10 tabletsMicro Labs LtdClobazam (10mg)not available","https://www.1mg.com/drugs/yogazam-10mg-tablet-278229","Yogazam 10mg Tablet","Yogazam 10mg Tablet belongs to a class of medicines known as benzodiazepines. It is used to treat epilepsy (seizures) and severe anxiety. It works by suppressing the abnormal and excessive activity of the nerve cells in the brain.

Yogazam 10mg Tablet may be taken with or without food. However, it is advised to take it at the same time each day as this helps to maintain a consistent level of medicine in the body. Take this medicine in the dose and duration as advised by your doctor as it has a high potential of habit-forming.

If you have missed a dose, take it as soon as you remember and finish the full course of treatment even if you feel better. It is important that this medication is not stopped suddenly without talking to your doctor as it may increase seizure frequency.

Some common side effects of this medicine include tiredness, slurred speech, fever, cough, drooling, constipation, and difficulty in passing urine. It may cause dizziness and sleepiness, so do not drive or do anything that requires mental focus until you know how this medicine affects you. It is important to consult the doctor if you notice blisters on the skin or inside your mouth. If you have been taking this medicine for a long time then regular monitoring of blood and liver functions may be required.","",""
"1675881796-645","https://www.1mg.com/drugs-all-medicines?label=y","Yuvti TabletMRP₹475Prescription Requiredstrip of 21 tabletsVhl Pharmaceuticals Private LimitedEthinyl Estradiol (0.03mg) + Drospirenone (3mg)not available","https://www.1mg.com/drugs/yuvti-tablet-676810","Yuvti Tablet","Yuvti Tablet is a combination of two medicines used for contraception (to prevent pregnancy) and in the treatment of irregular periods. It helps to prevent the release and fertilization of the egg.

Yuvti Tablet can be taken with or without food, but take it at the same time to get the most benefit. It should be taken as per your doctor's advice. You will have to take the pill on day one of your menstrual cycle and continue taking it for a whole month. Once the pack gets over, start with a new one. If you experience vomiting within 4 hours of dose intake, take another tablet. In case you missed your dose and you are late by 12 hours in taking the missed dose, use a condom during intercourse for a period of 2 days.

Nausea, headache,  breast pain, and weight gain are some commonly seen side effects of this medicine. If these bother you or appear serious, let your doctor know. There may be ways of reducing or preventing them. You might experience spotting or bleeding between menstrual periods or missed periods. Consult with your doctor if this occurs frequently or persists longer. Inform your doctor if you notice swelling and pain in your limbs, shortness of breath, chest pain or changes in vision, as it may be a sign of a blood clot.

Before taking this medicine, let your doctor know if you smoke and are over 35, or if you have ever had a heart attack or have cancer of the uterus/cervix, or vagina. Your doctor should also know about all other medicines you are taking as many of these may make this medicine less effective or change the way it works. Do not take the medicine if you are pregnant already or breastfeeding. You might be asked for a regular check-up of blood pressure, cholesterol, and blood sugar level while on treatment.","",""
"1675881799-646","https://www.1mg.com/drugs-all-medicines?label=y","Yogatel 40 TabletMRP₹98.5Prescription Requiredstrip of 15 tabletsHiGlance LaboratoriesTelmisartan (40mg)ADD","https://www.1mg.com/drugs/yogatel-40-tablet-372462","Yogatel 40 Tablet","Yogatel 40 Tablet is a medicine used to treat high blood pressure and heart failure. Lowering blood pressure helps to prevent future heart attacks and strokes. This medicine is also effective in preserving kidney function in patients with diabetes.

Yogatel 40 Tablet can be prescribed either alone or in combination with other medicines. It may be taken with or without food during the day or at night. However, try to take it at the same time each day to get the most benefit. It is important to continue taking it regularly even if you feel well or if your blood pressure is controlled. Most people with high blood pressure do not feel ill, but if you stop taking this medicine, your condition could get worse. This is a widely used medicine and is considered safe for long-term use.

Making some changes in your lifestyle will also help lower your blood pressure. These may include regular exercise, losing weight, smoking cessation, reducing alcohol intake, and reducing the amount of salt in your diet as advised by your doctor.

This medicine is tolerated well by most patients and has few side effects. However, it may cause upper respiratory tract infection, back pain, sinus infection, and diarrhea in some people. Let your doctor know if you experience any of these side effects.

Before taking this medicine, let your doctor know if you have any kidney or liver problems. Pregnant or breastfeeding mothers should also consult their doctor before taking it. Your doctor may check your kidney function, blood pressure, and potassium levels in your blood at regular intervals while you are taking this medicine.","",""
"1675881801-647","https://www.1mg.com/drugs-all-medicines?label=y","Yashcold TabletMRP₹31.45Prescription Requiredstrip of 10 tabletsYash Pharma Laboratories Pvt LtdCaffeine (15mg) + Chlorpheniramine Maleate (2mg) + Paracetamol (500mg) + Phenylephrine (5mg)not available","https://www.1mg.com/drugs/yashcold-tablet-160271","Yashcold Tablet","Yashcold Tablet is used to treat common cold symptoms. It provides temporary relief from stuffiness in the nose. It also helps to relieve allergy symptoms like runny nose and watery eyes.

Yashcold Tablet is taken with or without food in a dose and duration as advised by the doctor. It is better to take it with food to avoid stomach upset. The dose you are given will depend on your condition and how you respond to the medicine. You should keep taking this medicine for as long as your doctor recommends. If you stop treatment too early your symptoms may come back and your condition may worsen. Let your doctor know about all other medications you are taking as some may affect, or be affected by this medicine.

The most common side effects are nausea, vomiting, headache, restlessness, and insomnia. Most of these are temporary and usually resolve with time. Contact your doctor straight away if you are at all concerned about any of these side effects. It can also cause dizziness and sleepiness, so do not drive or do anything that requires mental focus until you know how this medicine affects you. Avoid drinking alcohol while taking this medicine as it can make dizziness worse.

Before taking it, you should tell your doctor if you have any kidney or liver diseases so that your doctor can prescribe a suitable dose for you. Also tell your doctor if you are pregnant, planning pregnancy or breastfeeding.","",""
"1675881803-648","https://www.1mg.com/drugs-all-medicines?label=y","Yemetil 25mg TabletMRP₹4.5Prescription Requiredstrip of 10 tabletsLa PharmaceuticalsChlorpromazine (25mg)not available","https://www.1mg.com/drugs/yemetil-25mg-tablet-609591","Yemetil 25mg Tablet","Yemetil 25mg Tablet is a medicine used to treat various disorders such as schizophrenia and other psychoses like paranoia (delusions and feeling extremely worried or nervous), mania (overactive behavior), anxiety, agitation, and dangerously impulsive behavior.

Yemetil 25mg Tablet is also used for controlling intractable hiccups, feeling or being sick (nausea), and autism (learning and communication difficulties). This medicine belongs to a group of drugs known as phenothiazines, which act on the central nervous system. It alters the thoughts and elevates the mood, improving the person’s ability to think, feel and behave.

Yemetil 25mg Tablet may be taken with or without food, preferably at the same time each day. Take it at the same time each day as this helps to maintain a consistent level of medicine in the body. Take this medicine in the dose and duration as advised by your doctor and if you have missed a dose, take it as soon as you remember it. Do not skip any doses and finish the full course of treatment even if you feel better. This medication mustn't be stopped suddenly without talking to your doctor as it may worsen your symptoms.

Some common side effects of this medicine include dry mouth, abnormality of voluntary movements, urinary retention, constipation, and muscle rigidity. Initially, this medicine may cause a sudden drop in blood pressure when you change positions, rise slowly if you have been sitting or lying down. It may also cause dizziness and sleepiness, do not drive or do anything that requires mental focus until you know how this medicine affects you. This medicine can lead to weight gain, have a healthy balanced diet, and exercise regularly.

Before taking this medicine, inform your doctor if you have any liver disease, thyroid or kidney disease, epilepsy, Parkinson’s disease, or any heart disease. If you are diabetic, it is important to monitor your blood glucose regularly while taking this medicine.","",""
"1675881805-649","https://www.1mg.com/drugs-all-medicines?label=y","Yaw 10 TabletMRP₹242Prescription Requiredstrip of 10 tabletsCorona Remedies Pvt LtdTadalafil (10mg)ADD","https://www.1mg.com/drugs/yaw-10-tablet-603734","Yaw 10 Tablet","Yaw 10 Tablet is used to treat erectile dysfunction in men. It increases blood flow to the penis to help men get an erection. It works by helping to relax the blood vessels in your penis, allowing blood to flow into your penis when you get sexually excited.

Yaw 10 Tablet may be taken on an empty stomach or with a meal. It should be strictly taken as advised by your doctor. The medicine will only help you to get an erection if you are sexually stimulated. You should take it about one hour before you plan to have sex. The amount of time it takes to work varies from person to person, but it normally takes between 30 minutes and one hour. Only take it if you need it and it has been prescribed to you by a doctor.

The most common side effects of this medicine are flushing, headache, blurred vision, muscle pain, stomach upset, and rash. Talk to your doctor if the side effects bother you or will not go away.

This medicine is not intended for use by women and men should avoid using any other medicines to treat impotence without talking to a doctor. It can be dangerous to take it along with medicines called nitrates (often given for chest pain). Do not take this medicine if you have severe heart or liver problems, if you have recently had a stroke or heart attack or if you have low blood pressure. Let your doctor know if you suffer from these or any other health problems before taking it. You should not drive if this medicine makes you feel dizzy. Avoid drinking alcohol while taking this medicine as it can lead to side effects.","",""
"1675881807-650","https://www.1mg.com/drugs-all-medicines?label=y","Ycyst M TabletMRP₹159Prescription Requiredstrip of 10 tabletsVIVO Life ScienceMetformin (500mg) + Alpha Lipoic Acid (200mg)not available","https://www.1mg.com/drugs/ycyst-m-tablet-280939","Ycyst M Tablet","Ycyst M Tablet is a combination of two medicines used to treat type 2 diabetes mellitus in adults. It helps control blood sugar levels in people with diabetes. It helps to maintain blood sugar levels and reduces the chances of developing serious complications of diabetes.

Ycyst M Tablet should be taken in the dose and duration as advised by your doctor. It is to be taken with food, preferably at the same time each day. If you miss a dose, take it as soon as possible. However, if it is almost time for your next dose, skip the missed dose and go back to your regular schedule. Do not double the dose.

It may cause side effects like taste change, nausea, diarrhea, stomach pain, and loss of appetite. However, these are temporary and usually subside on their own. Please consult your doctor in case these do not resolve or persist for a longer duration.

Before taking this medicine, inform your doctor if you have any kidney, liver or heart problems. Pregnant or breastfeeding women should also consult their doctor before taking it. Your doctor will check your kidney function tests before starting treatment with it. Avoid excessive alcohol intake while taking it as this may increase the risk of developing some side effects.","",""
"1675881810-651","https://www.1mg.com/drugs-all-medicines?label=y","Yuxa 35 TabletMRP₹349Prescription Requiredstrip of 21 tabletsCheminnova Life SciencesCyproterone (2mg) + Ethinyl Estradiol (0.035mg)not available","https://www.1mg.com/drugs/yuxa-35-tablet-625605","Yuxa 35 Tablet","Yuxa 35 Tablet is a combination of two hormonal medicines used to treat symptoms of polycystic ovary syndrome (PCOS) such as excessive hair growth (hirsutism), acne, and irregular periods. It also works as a contraceptive, hence avoid using any other contraceptive pill. 

Yuxa 35 Tablet can be taken with or without food. Take it at the same time every day as it will help you remember to take it. The dose and duration will depend on what you are being treated for, but you should always complete a full course of this medicine as prescribed by your doctor. 

The most common side effects of this medicine include nausea, stomach pain, headache, weight gain, and breast pain. If these bother you or appear serious, let your doctor know. There may be ways of reducing or preventing them. Consult your doctor if you frequently experience spotting or brown discharge in the middle of the cycle. You must also consult your doctor if you notice unexplained swelling and pain in your limbs, shortness of breath, chest pain or changes in vision.

Do not continue with the medicine and consult with the doctor if your periods do not start within a week of the treatment. Your doctor should also know about all other medicines you are taking as many of these may make this medicine less effective or change the way it works. Avoid the use of medicine if you are pregnant or breastfeeding.","",""
"1675881812-652","https://www.1mg.com/drugs-all-medicines?label=y","Yaw 5 TabletMRP₹181.5Prescription Requiredstrip of 10 tabletsCorona Remedies Pvt LtdTadalafil (5mg)ADD","https://www.1mg.com/drugs/yaw-5-tablet-604777","Yaw 5 Tablet","Yaw 5 Tablet has two main uses. The most common is to treat erectile dysfunction in men. It increases blood flow to the penis to help men get an erection. It is also used in the treatment of benign prostate hyperplasia (BPH).

Yaw 5 Tablet may be taken on an empty stomach or with a meal. It should be strictly taken as advised by your doctor. The medicine will only help you to get an erection if you are sexually stimulated. You should take it about one hour before you plan to have sex. The amount of time it takes to work varies from person to person, but it normally takes between 30 minutes and one hour. Only take it if you need it and it has been prescribed to you by a doctor.

The most common side effects of this medicine are flushing, headache, blurred vision, muscle pain, stomach upset, and rash. Talk to your doctor if the side effects bother you or will not go away.

This medicine is not intended for use by women and men should avoid using any other medicines to treat impotence without talking to a doctor. It can be dangerous to take it along with medicines called nitrates (often given for chest pain). Do not take this medicine if you have severe heart or liver problems, if you have recently had a stroke or heart attack or if you have low blood pressure. Let your doctor know if you suffer from these or any other health problems before taking it. You should not drive if this medicine makes you feel dizzy. Avoid drinking alcohol while taking this medicine as it can lead to side effects.","",""
"1675881814-653","https://www.1mg.com/drugs-all-medicines?label=y","Yescort 6mg TabletMRP₹87.3Prescription Requiredstrip of 10 tabletsBiochemix Health Care Pvt. Ltd.Deflazacort (6mg)not available","https://www.1mg.com/drugs/yescort-6mg-tablet-787129","Yescort 6mg Tablet","Yescort 6mg Tablet belongs to a group of medicines called steroids. It is used for the treatment of various diseases and conditions such as inflammatory conditions, autoimmune conditions, and cancer.

Yescort 6mg Tablet works by inhibiting the release of substances that cause swelling or by changing how the immune system works. It can be taken on an empty stomach or after food. Taking the medicine regularly at the right times increases its effectiveness. It is important to keep taking the medicine regularly until your doctor tells you it is safe to stop.

Use of this medicine may cause some common side effects such as increased appetite, weight gain, frequent urge to urinate, Cushing syndrome, cough, upper respiratory tract infection, abnormal hair growth, obesity, and nasopharyngitis. If any of these side effects bother you, let your doctor know.

Yescort 6mg Tablet can make it harder for you to fight off infections. Tell your doctor if you have any signs of infection such as a fever or sore throat. Before taking the medicine, you should let your doctor know of all the other medicines you are taking. Pregnant and breastfeeding women should consult their doctors before taking the medicine.","",""
